graph_size,graph_dimension,num_trials,runtime_secs,weight
128,0,5,0,1.1841374198116643
256,0,5,0,1.179930420189497
512,0,5,0,1.1639455091332729
1024,0,5,0,1.2083095561396762
2048,0,5,0,1.1919443710262307
4096,0,5,0,1.1924602285717958
8192,0,5,0,1.201185535858491
16384,0,5,2,1.1981728812591093
32768,0,5,12,1.2023875821257552
65536,0,5,66,1.2020948480827307
131072,0,5,2667,1.1997412965790846
